question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q02649,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Property,Right to Equality,D,30
Q02650,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02651,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02652,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02653,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Prime Minister,Chief Justice,Governor,A,20
Q02654,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02655,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02656,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Equality,Right to Property,C,30
Q02657,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,B,90
Q02658,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Capital receipt,Total revenue minus expenditure,B,90
Q02659,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Government of India Act 1935,Regulating Act,C,60
Q02660,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Equality,Right to Work,C,30
Q02661,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Work,Right to Equality,Right to Property,C,30
Q02662,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02663,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Vote,Right to Property,Right to Equality,D,30
Q02664,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,President,Governor,C,20
Q02665,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02666,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Government of India Act 1935,Regulating Act,Charter Act,B,60
Q02667,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,B,45
Q02668,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Foreign debt,Total revenue minus expenditure,A,90
Q02669,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02670,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Regulating Act,Charter Act,A,60
Q02671,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Prime Minister,Chief Justice,B,20
Q02672,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02673,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Foreign debt,Capital receipt,A,90
Q02674,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Equality,Right to Property,Right to Work,Right to Vote,A,30
Q02675,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02676,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Governor,President,Prime Minister,C,20
Q02677,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,B,45
Q02678,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Regulating Act,Charter Act,Indian Councils Act,A,60
Q02679,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,Foreign debt,A,90
Q02680,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,B,90
Q02681,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,President,Governor,C,20
Q02682,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02683,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02684,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Chief Justice,President,Prime Minister,C,20
Q02685,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02686,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,President,Chief Justice,Prime Minister,B,20
Q02687,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Work,Right to Equality,D,30
Q02688,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,Governor,President,D,20
Q02689,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,D,90
Q02690,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Work,Right to Equality,Right to Property,Right to Vote,B,30
Q02691,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,B,45
Q02692,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Work,Right to Equality,Right to Vote,C,30
Q02693,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02694,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,Foreign debt,B,90
Q02695,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Regulating Act,Indian Councils Act,Charter Act,Government of India Act 1935,D,60
Q02696,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,Governor,President,D,20
Q02697,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Vote,Right to Work,B,30
Q02698,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02699,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Equality,Right to Work,Right to Vote,B,30
Q02700,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,C,90
Q02701,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Indian Councils Act,Regulating Act,Government of India Act 1935,D,60
Q02702,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02703,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02704,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02705,GK,Polity/History/Economy,3,Who was the first President of India?,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,B,45
Q02706,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Capital receipt,Total expenditure minus total revenue,Total revenue minus expenditure,C,90
Q02707,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Chief Justice,Prime Minister,President,D,20
Q02708,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Charter Act,Regulating Act,Government of India Act 1935,D,60
Q02709,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Prime Minister,Governor,A,20
Q02710,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02711,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Regulating Act,Government of India Act 1935,Charter Act,C,60
Q02712,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Regulating Act,Government of India Act 1935,Indian Councils Act,C,60
Q02713,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,D,90
Q02714,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,B,45
Q02715,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Charter Act,Indian Councils Act,Regulating Act,A,60
Q02716,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Foreign debt,Total revenue minus expenditure,A,90
Q02717,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02718,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,Jawaharlal Nehru,Mahatma Gandhi,A,45
Q02719,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Property,Right to Equality,Right to Work,C,30
Q02720,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Government of India Act 1935,Indian Councils Act,Charter Act,Regulating Act,A,60
Q02721,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Prime Minister,Governor,Chief Justice,A,20
Q02722,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Chief Justice,President,Governor,C,20
Q02723,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total revenue minus expenditure,Total expenditure minus total revenue,Capital receipt,C,90
Q02724,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total expenditure minus total revenue,Capital receipt,Foreign debt,Total revenue minus expenditure,A,90
Q02725,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Work,Right to Equality,D,30
Q02726,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Chief Justice,President,Prime Minister,C,20
Q02727,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02728,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Jawaharlal Nehru,Mahatma Gandhi,B,45
Q02729,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Vote,Right to Equality,Right to Work,Right to Property,B,30
Q02730,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Indian Councils Act,Regulating Act,Charter Act,Government of India Act 1935,D,60
Q02731,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Capital receipt,Total revenue minus expenditure,Foreign debt,Total expenditure minus total revenue,D,90
Q02732,GK,Polity/History/Economy,4,Which Act introduced provincial autonomy in India?,Charter Act,Government of India Act 1935,Regulating Act,Indian Councils Act,B,60
Q02733,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Mahatma Gandhi,Dr. Rajendra Prasad,Dr. S. Radhakrishnan,C,45
Q02734,GK,Polity/History/Economy,1,Who is the head of the Indian State?,President,Chief Justice,Governor,Prime Minister,A,20
Q02735,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Mahatma Gandhi,Dr. Rajendra Prasad,Jawaharlal Nehru,C,45
Q02736,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,Governor,President,D,20
Q02737,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Prime Minister,Governor,Chief Justice,President,D,20
Q02738,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Governor,Prime Minister,President,Chief Justice,C,20
Q02739,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Foreign debt,Total expenditure minus total revenue,Total revenue minus expenditure,Capital receipt,B,90
Q02740,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,Prime Minister,Governor,President,D,20
Q02741,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02742,GK,Polity/History/Economy,3,Who was the first President of India?,Jawaharlal Nehru,Dr. Rajendra Prasad,Mahatma Gandhi,Dr. S. Radhakrishnan,B,45
Q02743,GK,Polity/History/Economy,1,Who is the head of the Indian State?,Chief Justice,President,Governor,Prime Minister,B,20
Q02744,GK,Polity/History/Economy,2,Which of the following is a Fundamental Right under the Indian Constitution?,Right to Property,Right to Vote,Right to Equality,Right to Work,C,30
Q02745,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. S. Radhakrishnan,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,B,45
Q02746,GK,Polity/History/Economy,5,Fiscal deficit refers to:,Total revenue minus expenditure,Foreign debt,Capital receipt,Total expenditure minus total revenue,D,90
Q02747,GK,Polity/History/Economy,3,Who was the first President of India?,Dr. Rajendra Prasad,Mahatma Gandhi,Jawaharlal Nehru,Dr. S. Radhakrishnan,A,45
